,PerCapita_GDP_2015,agri_gdp_percentage(AVG from 2011 to 2013),AVG GDP 2011-2013 Constant 2010,Cons_kg.yr Cereals - Excluding Beer,Cons_kg.yr Eggs,"Cons_kg.yr Fish, Seafood",Cons_kg.yr Meat,Cons_kg.yr Milk - Excluding Butter,Cons_kg.yr Nuts_and_Seeds,Cons_kg.yr Pulses,Cons_kg.yr Starchy Roots,"Fish, Seafood",Bovine_Sheep_Pigmeat_Poultry,Milk_Egg,Cereals,Primary_Religion,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,eggs,dairy,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Travel_time_to_cities_group,Soil_suit_overall_group,Soil_suit_cereals_group,Cons_kg.yr Cereals - Excluding Beer_group,Cons_kg.yr Eggs_group,"Cons_kg.yr Fish, Seafood_group",Cons_kg.yr Meat_group,Cons_kg.yr Milk - Excluding Butter_group,Cons_kg.yr Nuts_and_Seeds_group,Cons_kg.yr Pulses_group,Cons_kg.yr Starchy Roots_group,"Fish, Seafood_group",Bovine_Sheep_Pigmeat_Poultry_group,Milk_Egg_group,Cereals_group,PerCapita_GDP_2015_group,agri_gdp_percentage(AVG from 2011 to 2013)_group,AVG GDP 2011-2013 Constant 2010_group,eggs_group,dairy_group,meat_fish_group,nuts_pulses_group,grains_tubers_group,animal_source_foods_group
682,5568.496999999999,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,8.504347000000001,2.855659,5.230778,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,1,1,2,10,1,1,2,1,2,12,8,6,4,10043,1,1,1,1,1,1
683,27749.19,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,18.824820000000003,3.3668940000000003,5.230778,0.5,1.0,0.0,0.0,0.5,1.5,2,2,3,4,1,1,2,10,1,1,2,1,2,12,8,28,4,10043,3,3,1,1,2,4
686,6779.484,3.1319118639999997,256000000000.0,131.814,9.244,19.494,77.97800000000001,274.778,27.346,4.788,69.782,203.0,427.0,2067.333333333333,5527.333333333332,0,94.5,0.0,2.970201,0.0,0.0,0.0,0.5,1.0,0.0,10,1,2,3,1,1,3,10,1,1,3,3,5,21,54,7,1,253656,1,1,1,3,3,1
688,3792.5009999999997,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,21.83531,7.376431,8.943562,0.056875,0.27028846153846203,0.12320512820512801,0.0985416666666667,0.526460622710623,0.45036858974359006,3,4,5,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,1,2,1
689,5897.18,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,18.75179,6.010825,5.962375,0.132086060900854,0.30060832925567893,0.269442142986115,0.160559722746677,0.9217941299624459,0.7021365331426479,2,4,3,4,1,1,2,7,1,1,2,1,1,7,10,6,4,7931,1,1,1,1,2,2
690,12371.87,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,32.61933,6.779025,6.943561999999999,0.0392496392496392,0.552417027417027,0.0931938431938432,0.0674603174603175,1.0487493987494,0.6848605098605101,4,4,4,4,1,1,2,7,1,1,2,1,1,7,10,13,4,7931,1,2,1,1,3,2
697,3565.63,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,14.277239999999999,4.684832,4.848209,0.0,0.33333333333333304,0.166666666666667,0.0,0.666666666666667,0.5,2,3,3,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,1,1,1,1,2,2
712,6514.1,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,64.49046,0.0,3.615389,1.0,2.0,0.0,1.0,2.0,3.0,7,1,2,4,1,1,2,10,1,1,2,1,2,12,8,7,4,10043,4,5,1,4,4,7
714,4697.619000000001,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,118.9759,0.0,3.0,0.0,0.33333333333333304,0.0,0.666666666666667,1.33333333333333,0.33333333333333304,12,1,2,4,1,1,2,10,1,1,2,1,2,12,8,5,4,10043,1,1,1,3,3,1
717,16646.11,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,33.756040000000006,7.148204,7.391475,0.353846153846154,0.223076923076923,0.23076923076923103,0.23671328671328698,0.951118881118881,0.8076923076923079,4,4,4,4,1,1,2,7,1,1,2,1,1,7,10,17,4,7931,2,1,1,1,2,2
721,5258.201999999999,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,61.00715,5.733261,6.810339,0.36363636363636404,0.818181818181818,0.18181818181818202,0.0909090909090909,1.09090909090909,1.3636363636363602,7,3,4,5,1,1,1,5,1,1,2,1,10,76,93,6,4,43801,2,2,1,1,3,3
734,2475.738,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,95.76196,0.0,3.0,0.0,0.33333333333333304,0.33333333333333304,0.33333333333333304,1.0,0.666666666666667,10,1,2,4,1,1,2,10,1,1,2,1,2,12,8,3,4,10043,1,1,1,2,3,2
741,3536.8070000000002,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,15.75179,6.739431,6.960367999999999,0.19387755102040802,0.32482993197278903,0.206436420722135,0.256802721088435,0.885661957090528,0.725143903715332,2,4,4,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,2,2,2
742,7022.313,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,10.98442,7.329888,7.949911999999999,0.174636617369871,0.248264876404829,0.285537545256445,0.17900470741379898,0.822215898800827,0.7084390390311441,2,4,4,4,1,1,2,7,1,1,2,1,1,7,10,8,4,7931,1,1,1,1,2,2
750,1168.125,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,0.0,4.404673000000001,4.913698999999999,0.272727272727273,0.09090909090909101,0.0,0.0,1.27272727272728,0.36363636363636404,1,3,3,4,1,1,1,2,1,1,2,1,1,8,21,2,5,4179,2,1,1,1,3,1
755,1570.674,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,47.91568,3.4708730000000005,5.366726,0.17030423280423299,0.25948561242678897,0.251001966443143,0.0572249101660866,1.1024802176763,0.680791811674165,5,2,3,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,1,3,2
758,20565.03,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,111.1154,0.414434,3.0,1.0,1.0,0.0,1.0,1.0,2.0,12,1,2,4,1,1,2,10,1,1,2,1,2,12,8,21,4,10043,4,3,1,4,3,5
760,287142.0,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,115.9181,0.0,3.0,0.2,1.0,0.4,0.6,1.2,1.6,12,1,2,4,1,1,2,10,1,1,2,1,2,12,8,288,4,10043,1,3,1,3,3,4
764,3427.3320000000003,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,8.994044,7.186031,6.981186999999999,0.17126073592239,0.267322325200476,0.228398182975804,0.125987626678693,0.8213629703004879,0.66698124409867,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,1,2,2
765,3874.952,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,0.0,7.684235,7.960367999999999,0.21607211106024699,0.45037749458882503,0.299899984173975,0.200071207070442,0.8413519801534058,0.965993681749018,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,1,2,2
766,4470.218,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,0.0,7.204511,6.962375,0.213590284648897,0.409268045219002,0.352110105028765,0.17490326725374603,0.863208909644316,0.9738320712603,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,5,4,7931,1,1,1,1,2,2
768,22591.76,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,22.02157,5.614607,5.983194,0.0670714285714286,0.376886094674556,0.192941673710904,0.298076923076923,1.1588598901098899,0.634319526627219,3,3,3,4,1,1,2,7,1,1,2,1,1,7,10,23,4,7931,1,1,1,2,3,2
769,3850.34,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,34.0676,5.509293,5.861733999999999,0.0,0.75,0.0,0.25,1.0,0.75,4,3,3,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,1,2,1,2,3,2
770,16944.21,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,4.763262,4.875709,5.842848,0.307692307692308,0.666666666666667,0.0512820512820513,0.0256410256410256,1.1025641025641,1.02564102564103,1,3,3,4,1,1,1,2,1,1,2,1,1,8,21,17,5,4179,2,2,1,1,3,3
772,2768.883,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,0.7368496,4.669246,4.880999,0.28571428571428603,0.5714285714285711,0.14285714285714302,0.14285714285714302,1.42857142857143,1.0,1,3,3,4,1,1,1,2,1,1,2,1,1,8,21,3,5,4179,2,2,1,1,3,3
773,3816.723,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,0.7632677,4.126312,4.887936,0.0,0.5,0.0,0.0,1.5,0.5,1,3,3,4,1,1,1,2,1,1,2,1,1,8,21,4,5,4179,1,2,1,1,4,2
774,63690.14,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,36.50658,1.140587,3.872442,0.28571428571428603,0.5714285714285711,0.0,0.0,1.07142857142857,0.857142857142857,4,1,2,4,1,1,1,2,1,1,2,1,1,8,21,64,5,4179,2,2,1,1,3,2
779,1625.7520000000002,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,69.75322,2.433045,4.848209,0.169598613695152,0.190770259152612,0.162542514245301,0.10788882170461099,0.699633129383516,0.520339597622879,7,2,3,5,1,1,1,5,1,1,2,1,10,76,93,2,4,43801,1,1,1,1,2,2
780,8110.924,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,17.75628,2.532498,4.848209,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,5,1,1,1,5,1,1,2,1,10,76,93,9,4,43801,1,1,1,1,1,1
781,23952.36,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,112.4689,2.958231,4.525044,0.23164983164983202,0.4472582972582971,0.216498316498316,0.0489417989417989,1.05247715247715,0.895406445406445,12,2,3,5,1,1,2,7,1,1,4,1,2,15,27,24,3,2913,1,1,1,1,3,2
784,2199.085,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,68.54835,2.243096,4.526927,0.167424242424242,0.46182151182151204,0.14512987012987,0.0738011988011988,1.0376540126540101,0.774375624375624,7,2,3,5,1,1,2,7,1,1,4,1,2,15,27,3,3,2913,1,1,1,1,3,2
786,583.2053,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,17.212670000000003,1.08823,3.683415,0.0944331983805668,0.32369433198380604,0.18193319838056699,0.115789473684211,0.815394736842105,0.600060728744939,2,1,2,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,1,1,1,2,2
787,1531.338,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,16.304370000000002,2.148518,4.525123000000001,0.131167409492533,0.35200904572101294,0.13094284414191698,0.25474131457904303,0.7227760125833149,0.614119299355463,2,2,3,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,2,2,2
791,1386.1989999999998,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,115.3439,3.362774,5.6153889999999995,0.0,0.0,0.0,0.0,0.0,0.0,12,2,3,4,1,1,2,10,1,1,2,1,2,12,8,2,4,10043,1,1,1,1,1,1
795,3231.355,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,31.24103,7.090567,7.364213,0.193426569345687,0.317781156751745,0.282587959426195,0.13746371851908198,0.7990533951822869,0.7924556040364871,4,4,4,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,1,2,2
796,8798.598,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,21.49519,6.840258,6.9643820000000005,0.111111111111111,0.179365079365079,0.18333333333333302,0.16904761904761903,0.8790249433106578,0.468707482993197,3,4,4,4,1,1,2,7,1,1,2,1,1,7,10,9,4,7931,1,1,1,1,2,1
797,15840.8,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,23.25188,6.779851,6.9643820000000005,0.18711386652563103,0.35282051282051297,0.2345661005661,0.160277056277056,0.893840982546866,0.7739410393528041,3,4,4,4,1,1,2,7,1,1,2,1,1,7,10,16,4,7931,1,1,1,1,2,2
798,10637.74,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,23.19525,6.782242999999999,6.962375,0.188186011646624,0.23220564329095497,0.17584409532293901,0.19078472394605897,0.645236733669826,0.593679978114102,3,4,4,4,1,1,2,7,1,1,2,1,1,7,10,11,4,7931,1,1,1,1,2,2
799,4116.696,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,9.748122,6.840018,6.962375,0.181084386009722,0.299752380854394,0.22622892832858998,0.12658348890611099,0.8482131771784029,0.705823262735852,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,5,4,7931,1,1,1,1,2,2
800,5426.472,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,4.241002,6.950458,6.962375,0.18784059141918902,0.263700750684672,0.218025833205599,0.17277213828372304,0.8798971245805359,0.66956717530946,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,6,4,7931,1,1,1,1,2,2
801,27288.61,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,1.506923,6.919346000000001,6.962375,0.162756071783735,0.28593574216897605,0.235395375554869,0.149231090635787,0.7688542553266959,0.684087189507581,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,28,4,7931,1,1,1,1,2,2
802,26434.43,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,0.7530378000000001,6.158738,5.962375,0.14241687936884198,0.28740113130206,0.243666471991524,0.14971805328841198,0.7611632830440881,0.668985280077735,1,4,3,4,1,1,2,7,1,1,2,1,1,7,10,27,4,7931,1,1,1,1,2,2
804,5665.446999999999,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,109.9844,4.0235080000000005,4.981187,0.166761971060614,0.518269127177498,0.203839109608341,0.074719887955182,0.776295932574213,0.8867723057485519,11,3,3,4,1,1,2,7,1,1,2,1,1,7,10,6,4,7931,1,2,1,1,2,2
805,5922.769,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,106.9748,3.453306,4.981187,0.0999001452432825,0.11243086978381099,0.23652669044825897,0.11631752416066099,0.622892376323749,0.44885770547535203,11,2,3,4,1,1,2,7,1,1,2,1,1,7,10,6,4,7931,1,1,1,1,2,1
806,7910.13,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,92.76111,4.885697,6.905936,0.241118335855178,0.27591209386875,0.248740332022066,0.316450712838742,0.8108781330659559,0.7657707617459941,10,3,4,4,1,1,2,7,1,1,2,1,1,7,10,8,4,7931,1,1,1,2,2,2
808,4154.947,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,82.59572,6.53993,6.905936,0.11089105339105301,0.295787878787879,0.219165423948033,0.17821128871128897,0.47134087651479,0.625844356126965,9,4,4,4,1,1,2,7,1,1,2,1,1,7,10,5,4,7931,1,1,1,1,1,2
809,7837.954000000001,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.0,2.265726,2.161909,0.125,0.33333333333333304,0.375,0.28571428571428603,0.8,0.75,1,2,2,5,1,1,1,5,1,1,2,1,10,76,93,8,4,43801,1,1,1,2,2,2
819,1007.735,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,0.0,2.674467,4.808662,0.2,0.7,0.0,0.0,1.4,0.9,1,2,3,4,1,1,1,2,1,1,2,1,1,8,21,2,5,4179,1,2,1,1,3,2
820,23375.05,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,2.516956,2.4944040000000003,4.808662,0.18181818181818202,0.272727272727273,0.0909090909090909,0.0,0.8636363636363641,0.545454545454545,1,2,3,4,1,1,1,2,1,1,2,1,1,8,21,24,5,4179,1,1,1,1,2,2
832,16266.66,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,0,49.17088,5.514613,6.150078,0.18488595528443696,0.49608466591388795,0.182205839701096,0.128146995319671,0.8287511034190351,0.863176460899419,5,3,4,6,1,1,1,6,1,1,2,7,28,179,401,17,2,908656,1,1,1,1,2,2
833,962.6733,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,0,43.2807,5.184069,5.854464,0.148717948717949,0.33608736225015307,0.191486226951343,0.184500189732748,0.7790149772707909,0.6762915379194449,5,3,3,6,1,1,1,6,1,1,2,7,28,179,401,1,2,908656,1,1,1,1,2,2
834,76786.24,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,0,45.65202,5.704954,5.962375,0.139697802197802,0.0923076923076923,0.17942730346576502,0.12448224852071,0.7690581854043391,0.41143279797126003,5,3,3,6,1,1,1,6,1,1,2,7,28,179,401,77,2,908656,1,1,1,1,2,1
835,2737.77,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,20.77334,6.295542,6.962375,0.0655882745726496,0.228538591038591,0.170800495800496,0.0927022052022052,0.7003561687155438,0.464927361411736,3,4,4,4,1,1,2,7,1,1,2,1,1,7,10,3,4,7931,1,1,1,1,2,1
836,2825.494,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,3.9844239999999997,6.6866449999999995,6.962375,0.131486875053051,0.44966167864452206,0.24855204708145898,0.0980857831348028,0.695567780984448,0.829700600779031,1,4,4,4,1,1,2,7,1,1,2,1,1,7,10,3,4,7931,1,1,1,1,2,2
837,1648.366,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,15.73746,6.202751,6.962375,0.237179487179487,0.220512820512821,0.259679487179487,0.21666666666666698,0.7517948717948721,0.717371794871795,2,4,4,4,1,1,2,7,1,1,2,1,1,7,10,2,4,7931,1,1,1,1,2,2
841,26528.16,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,30.660190000000004,0.1336944,2.161909,0.0454545454545455,0.1,0.22727272727272702,0.125,0.857142857142857,0.363636363636363,4,1,2,5,1,1,1,5,1,1,2,1,10,76,93,27,4,43801,1,1,1,1,2,1
842,4232.861,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.0,0.3730191,2.161909,0.5,0.5,0.0,0.5,1.0,1.0,1,1,2,5,1,1,1,5,1,1,2,1,10,76,93,5,4,43801,3,2,1,3,3,3
848,1771.0720000000001,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,45.54467,3.315443,4.808527,0.0,0.5,0.0,0.0,1.0,0.5,5,2,3,4,1,1,1,2,1,1,2,1,1,8,21,2,5,4179,1,2,1,1,3,2
856,27506.88,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,1,117.24700000000001,0.04767703,3.9809339999999995,0.153059163059163,0.20046711458476202,0.253862912686442,0.21211664152840598,0.879356155826744,0.6062902892314661,12,1,2,6,1,1,1,6,1,1,2,7,28,179,401,28,2,908656,1,1,1,1,2,2
857,2619.616,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,1,103.4843,0.05025255,3.9809339999999995,0.174358974358974,0.32440565969977697,0.196114343173167,0.11764705882352902,0.783415930474754,0.6948789772319179,11,1,2,6,1,1,1,6,1,1,2,7,28,179,401,3,2,908656,1,1,1,1,2,2
858,2018.395,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,1,88.21583000000001,4.914663,5.908167,0.13965201465201502,0.47161172161172205,0.33791208791208804,0.106532356532357,0.731532356532356,0.949175824175824,9,3,3,6,1,1,1,6,1,1,2,7,28,179,401,3,2,908656,1,1,1,1,2,2
859,3151.117,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,1,72.22669,6.241797,6.962375,0.107243916242219,0.3909612741531239,0.238127577007033,0.125579344255066,0.7388890113847671,0.7363327674023771,8,4,4,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,1,2,2
860,3386.978,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,11.75774,6.109647,6.962375,0.151279264097526,0.289561799300258,0.200167786815816,0.12294071212790302,0.8035633843845109,0.6410088502136011,2,4,4,4,1,1,2,7,1,1,2,1,1,7,10,4,4,7931,1,1,1,1,2,2
861,122035723.0,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,27.27342,5.253682,5.962375,0.170498732037194,0.407799083507586,0.11775147928994098,0.0934065934065934,0.801566045290742,0.6960492948347199,3,3,3,4,1,1,2,7,1,1,2,1,1,7,10,122036,4,7931,1,1,1,1,2,2
870,2211.369,22.82773808,6522829333.0,149.89600000000002,1.758,0.45,21.93,53.286,1.228,1.874,37.248000000000005,1.0,81.00000000000001,783.6666666666667,2185.0,1,17.760379999999998,2.437302,4.808527,0.17647058823529396,0.3529411764705879,0.17647058823529396,0.11764705882352902,0.8823529411764699,0.7058823529411759,2,2,3,4,1,1,1,2,1,1,2,1,1,8,21,3,5,4179,1,1,1,1,2,2
874,65420.8,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,107.2572,2.632967,5.8461669999999994,0.0,0.4,0.2,0.2,0.4,0.6,11,2,3,4,1,1,2,10,1,1,2,1,2,12,8,66,4,10043,1,1,1,1,1,2
876,8818.056,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,1,85.73149000000001,5.051677,5.9273050000000005,0.17358026512438302,0.318724962107315,0.27993072441601896,0.117125382566559,0.762345788816377,0.7722359516477171,9,3,3,4,1,1,2,7,1,1,2,1,1,7,10,9,4,7931,1,1,1,1,2,2
