,PerCapita_GDP_2015,agri_gdp_percentage(AVG from 2011 to 2013),AVG GDP 2011-2013 Constant 2010,Cons_kg.yr Cereals - Excluding Beer,Cons_kg.yr Eggs,"Cons_kg.yr Fish, Seafood",Cons_kg.yr Meat,Cons_kg.yr Milk - Excluding Butter,Cons_kg.yr Nuts_and_Seeds,Cons_kg.yr Pulses,Cons_kg.yr Starchy Roots,"Fish, Seafood",Bovine_Sheep_Pigmeat_Poultry,Milk_Egg,Cereals,Primary_Religion,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,eggs,dairy,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Travel_time_to_cities_group,Soil_suit_overall_group,Soil_suit_cereals_group,Cons_kg.yr Cereals - Excluding Beer_group,Cons_kg.yr Eggs_group,"Cons_kg.yr Fish, Seafood_group",Cons_kg.yr Meat_group,Cons_kg.yr Milk - Excluding Butter_group,Cons_kg.yr Nuts_and_Seeds_group,Cons_kg.yr Pulses_group,Cons_kg.yr Starchy Roots_group,"Fish, Seafood_group",Bovine_Sheep_Pigmeat_Poultry_group,Milk_Egg_group,Cereals_group,PerCapita_GDP_2015_group,agri_gdp_percentage(AVG from 2011 to 2013)_group,AVG GDP 2011-2013 Constant 2010_group,eggs_group,dairy_group,meat_fish_group,nuts_pulses_group,grains_tubers_group,animal_source_foods_group
23147,3273.038,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,1,48.82161,7.316811,8.26349,0.4,0.0,0.2,0.0,0.4,0.6,5,4,5,4,1,1,1,2,1,1,2,1,6,41,206,4,9,34130,2,1,1,1,1,2
23148,1048.263,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,1,1.489478,5.424974,5.709349,1.0,2.0,0.0,0.0,0.0,3.0,1,3,3,4,1,1,1,2,1,1,2,1,6,41,206,2,9,34130,4,5,1,1,1,7
23170,1059.162,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,35.22971,6.150478,5.903975,0.203434300741993,0.303067765567765,0.298454835762528,0.18287897999436498,0.7828862376939301,0.8049569020722871,4,4,3,3,1,2,1,1,1,1,5,3,1,1,46,2,10,892,1,1,1,1,2,2
23175,18934.45,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,34.836009999999995,3.825448,4.7218230000000005,0.126903929403929,0.29415043290043297,0.148623321123321,0.10159951159951199,0.6013739038739039,0.569677683427683,4,2,3,3,1,2,1,1,1,1,5,3,1,1,46,19,10,892,1,1,1,1,2,2
23187,52082.7,13.70002535,28560610703.0,116.102,0.392,16.184,14.005999999999998,14.898,12.32,20.334,152.912,137.33333333333334,222.0,264.3333333333333,8985.666666666666,0,119.4703,0.0,3.999293,0.10779220779220801,0.0688311688311688,0.172077922077922,0.0909090909090909,0.511068476977568,0.34870129870129896,12,1,2,3,1,1,1,1,1,1,5,2,3,3,89,53,3,26216,1,1,1,1,2,1
23211,980.4176,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,74.96244,5.567867,4.999944999999999,1.0,0.0,0.0,0.0,1.0,1.0,8,3,3,4,1,2,2,1,1,1,1,32,31,5,220,1,3,218656,4,1,1,1,3,3
23212,45313.99,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,70.27878,2.542186,3.9999629999999997,0.5,0.75,0.25,0.25,1.5,1.5,8,2,2,4,1,2,2,1,1,1,1,32,31,5,220,46,3,218656,3,2,1,2,4,4
23213,7352.659000000001,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,81.85911999999999,5.519202,4.999944999999999,0.375,0.90625,0.375,0.0,0.28125,1.65625,9,3,3,4,1,2,2,1,1,1,1,32,31,5,220,8,3,218656,2,2,1,1,1,4
23226,2958.772,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,0.9934360000000001,0.0,3.0,0.0915817692979988,0.22058460560659196,0.149787511382382,0.10037609473920801,0.668412016978334,0.45940647323104905,1,1,2,3,1,2,1,1,1,1,5,3,1,1,46,3,10,892,1,1,1,1,2,1
23227,1554.884,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,33.61377,5.101552,4.903975,0.14800000000000002,0.214287751464222,0.331696068637245,0.20630467571644,0.7089537913067329,0.6939838201014671,4,3,3,3,1,2,1,1,1,1,5,3,1,1,46,2,10,892,1,1,1,1,2,2
23234,9247.493,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,60.46675,1.5967209999999998,3.852664,0.19634776987718203,0.17744431105775602,0.269071731256605,0.0090702947845805,0.737817691179036,0.642863812191543,7,1,2,3,1,2,1,1,1,1,5,3,1,1,46,10,10,892,1,1,1,1,2,2
23235,1214.475,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,74.97666,1.698611,3.852664,0.19102786786830803,0.27659179594556,0.293413975542557,0.21676428168766604,0.7318873193206971,0.7610336393564241,8,1,2,3,1,2,1,1,1,1,5,3,1,1,46,2,10,892,1,1,1,1,2,2
23236,1225.18,16.81556498,7624157559.0,132.1,1.868,9.914,9.61,18.506,6.15,4.582,124.506,115.0,96.66666666666669,202.33333333333331,3624.333333333334,1,147.72799999999998,4.633333,4.7120120000000005,0.177884615384615,0.331029867568329,0.191321499013807,0.174397717666948,0.805469850662158,0.6987566920259229,15,3,3,3,1,1,1,1,1,1,4,2,1,3,35,2,4,5280,1,1,1,1,2,2
23237,10628.18,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,91.02759,4.944999,4.801352,0.117584932230241,0.363659147869674,0.11587748635803599,0.12334934325781,0.540598150895634,0.5971215664579511,10,3,3,3,1,2,1,1,1,1,5,3,1,1,46,11,10,892,1,1,1,1,2,2
23238,2358.146,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,131.233,4.199972,5.0,0.145032051282051,0.210926434676435,0.31620115995116,0.215267094017094,0.5529380341880339,0.672159645909646,14,3,3,3,1,1,1,1,1,1,5,1,1,1,7,3,8,1,1,1,1,1,2,2
23239,125.2475,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,131.4804,5.498287,5.0,0.0,0.166666666666667,0.166666666666667,0.0,0.666666666666667,0.33333333333333304,14,3,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,1,2,1
23240,555.7974,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,136.0239,2.815429,4.0,0.0,0.0,0.34615384615384603,0.0,0.634615384615385,0.34615384615384603,14,2,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,1,2,1
23255,1273.9189999999999,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,0,186.0605,7.2149779999999994,8.595325,0.0,0.5,0.33333333333333304,0.166666666666667,0.166666666666667,0.833333333333333,19,4,5,4,1,1,1,2,1,1,2,1,6,41,206,2,9,34130,1,2,1,1,1,2
23268,4883.639,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,119.4834,5.299562,4.999944999999999,0.666666666666667,0.33333333333333304,1.0,1.0,1.33333333333333,2.0,12,3,3,4,1,2,2,1,1,1,1,32,31,5,220,5,3,218656,3,1,3,4,3,5
23270,2872.33,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,74.51986,4.573282,5.642828,0.0,1.0,0.0,0.0,2.0,1.0,8,3,3,4,1,2,2,1,1,1,1,32,31,5,220,3,3,218656,1,3,1,1,4,3
23271,5316.026999999999,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,70.24106,5.4917739999999995,4.999944999999999,0.166666666666667,0.4,0.34,0.166666666666667,0.673333333333333,0.9066666666666671,8,3,3,4,1,2,2,1,1,1,1,32,31,5,220,6,3,218656,1,1,1,1,2,2
23282,68912.29,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,5.9981800000000005,3.6027419999999997,4.903975,0.14744566628351097,0.272026761713466,0.26989112418901606,0.197177896363662,0.7702356743809929,0.6890284402651179,1,2,3,3,1,2,1,1,1,1,5,3,1,1,46,69,10,892,1,1,1,1,2,2
23285,16225.85,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,42.98062,5.835694,5.86916,0.10611111111111099,0.338055555555555,0.133827561327561,0.0690909090909091,0.5630735930735931,0.5779942279942281,5,3,3,3,1,2,1,1,1,1,5,3,1,1,46,17,10,892,1,1,1,1,2,2
23288,8892.741,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,101.2908,6.5086889999999995,6.721823,0.10713141025641,0.261352189477189,0.329426823176823,0.201950133200133,0.629968989343989,0.6979104229104229,11,4,4,3,1,2,1,1,1,1,5,3,1,1,46,9,10,892,1,1,1,1,2,2
23289,4656.380999999999,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,80.73429,6.119733999999999,5.852664,0.124162742019885,0.210055013908397,0.17058546090501,0.20034667713239104,0.790306200691539,0.504803216833292,9,4,3,3,1,2,1,1,1,1,5,3,1,1,46,5,10,892,1,1,1,1,2,2
23293,2141.925,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,64.63074,2.390117,3.8973769999999996,0.18219696969697,0.212952325452325,0.21948329448329396,0.22557303807303802,0.7666985791985791,0.6146325896325899,7,2,2,3,1,2,1,1,1,1,5,3,1,1,46,3,10,892,1,1,1,1,2,2
23294,672.9579,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,139.5227,1.603916,3.8973769999999996,0.18155897600342003,0.23809523809523803,0.230604991716103,0.15758911870023,0.7522286355619692,0.650259205814761,14,1,2,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,2
23295,3054.5229999999997,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,97.3937,2.4400470000000003,3.8973769999999996,0.258333333333333,0.59375,0.0979166666666667,0.145238095238095,0.658333333333333,0.95,10,2,2,3,1,2,1,1,1,1,5,3,1,1,46,4,10,892,2,2,1,1,2,2
23296,163.6303,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,1,107.4557,2.889071,4.0,0.19501651856915,0.31119315293956396,0.293514053729365,0.10284535639798802,0.6996168823202309,0.7997237252380791,11,2,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,1,2,2
23297,864.7108,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,167.8379,3.079124,4.0,0.118844034753126,0.36876683922138503,0.317023885205703,0.26944419217146504,0.745023158659522,0.8046347591802141,17,2,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,2,2,2
23298,736.7438,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,152.3673,3.028813,4.0,0.0654761904761904,0.0246913580246913,0.23214285714285698,0.0178571428571428,0.7886904761904759,0.32142857142857106,16,2,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,1,2,1
23299,1117.362,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,175.6599,2.55623,4.0,0.0588235294117647,0.211764705882353,0.11764705882352902,0.0588235294117647,0.647058823529412,0.388235294117647,18,2,3,3,1,1,1,1,1,1,5,1,1,1,7,2,8,1,1,1,1,1,2,1
23304,8714.374,23.28657551,26271500761.0,109.84,1.6019999999999999,17.338,14.43,7.944,10.008,2.444,305.568,77.33333333333333,92.33333333333334,70.66666666666666,9835.666666666666,0,73.58102,5.420391,6.092332,0.0,0.5,0.75,0.0,1.5,1.25,8,3,4,3,1,1,1,1,1,1,10,1,1,1,97,9,5,23927,1,2,2,1,4,3
23315,1294.411,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,0,199.6341,5.589755,7.0446800000000005,0.0,0.5,0.0,0.25,0.25,0.5,20,3,4,4,1,1,1,2,1,1,2,1,6,41,206,2,9,34130,1,2,1,2,1,2
23321,1409.3020000000001,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,0,21.58305,5.651668,6.408816000000001,0.0,0.14285714285714302,0.0,0.14285714285714302,0.42857142857142894,0.14285714285714302,3,3,4,4,1,1,1,2,1,1,2,1,6,41,206,2,9,34130,1,1,1,1,1,1
23341,659.9606,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,62.320769999999996,3.8119379999999996,4.903975,0.127384995956424,0.33658642109769893,0.37568621854336104,0.146853146853147,0.82561478621629,0.83256648113791,7,2,3,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,2
23342,86832.92,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,73.75717,6.035866,5.852664,0.177333333333333,0.20666666666666697,0.4413333333333329,0.232190476190476,0.826,0.825333333333333,8,4,3,3,1,2,1,1,1,1,5,3,1,1,46,87,10,892,1,1,1,1,2,2
23346,6006.118,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,51.20968,1.500985,3.8973769999999996,0.07,0.17485714285714302,0.28952380952381,0.166190476190476,0.7323809523809521,0.5343809523809521,6,1,2,3,1,2,1,1,1,1,5,3,1,1,46,7,10,892,1,1,1,1,2,2
23347,4021.592,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,62.55737,2.267129,3.8973769999999996,0.127230769230769,0.296018648018648,0.30013986013986,0.0997762237762238,0.7881545121545122,0.7233892773892769,7,2,2,3,1,2,1,1,1,1,5,3,1,1,46,5,10,892,1,1,1,1,2,2
23348,38.24053,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,91.99345,4.643084,4.801352,0.13092746567627,0.190931536565508,0.278305088053892,0.15584005308885698,0.556838118022329,0.6001640902956689,10,3,3,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,2
23349,98.59014,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,1,106.3358,3.629311,4.0,0.208808004860637,0.27360066833751,0.298589750892382,0.25711532619427396,0.7919614376851221,0.78099842409053,11,2,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,2,2,2
23350,35.0174,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,6,191.5108,2.5554330000000003,4.0,0.0,0.166666666666667,0.166666666666667,0.0,0.666666666666667,0.33333333333333304,20,2,3,3,1,1,1,1,1,1,5,1,1,1,7,1,8,1,1,1,1,1,2,1
23369,1173.3010000000002,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,0,315.9124,5.526085,6.831177,0.25,1.25,1.0,0.125,0.875,2.5,32,3,4,4,1,1,1,2,1,1,2,1,6,41,206,2,9,34130,2,3,3,1,2,6
23370,1501.882,42.27347071,36473972973.0,145.202,0.392,0.17800000000000002,8.174,38.652,1.364,16.496,65.416,24.0,581.0,4037.333333333334,20753.33333333333,0,272.4444,5.378458,6.543514,0.0,0.5714285714285711,0.7142857142857142,0.14285714285714302,0.14285714285714302,1.28571428571429,28,3,4,4,1,1,1,2,1,1,2,1,6,41,206,2,9,34130,1,2,2,1,1,3
23401,381.7915,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,95.45997,2.169636,3.8973769999999996,0.18895202020202,0.27407893032893,0.19349229474229498,0.217192760942761,0.984503598253598,0.6547555685055679,10,2,2,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,2
23403,576.4193,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,65.95258000000001,2.340625,3.8973769999999996,0.129879209928298,0.265268326032702,0.281476315487536,0.19696920268448997,0.754918192295471,0.6766238514485361,7,2,2,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,2
23404,935.6728,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,59.97889,3.6609410000000002,4.7665370000000005,0.150448697997718,0.21087941349379302,0.140725178960473,0.25375093920845604,0.719040073942035,0.502053290451983,6,2,3,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,2,2,2
23445,4344.8,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,104.4458,5.245423000000001,4.999944999999999,0.0,0.307692307692308,0.384615384615385,0.115384615384615,0.7692307692307689,0.6923076923076921,11,3,3,4,1,2,2,1,1,1,1,32,31,5,220,5,3,218656,1,1,1,1,2,2
23446,2918.759,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,71.8178,1.809133,3.9999629999999997,0.33333333333333304,0.33333333333333304,0.0,0.583333333333333,1.25,0.666666666666667,8,1,2,4,1,2,2,1,1,1,1,32,31,5,220,3,3,218656,2,1,1,3,3,2
23462,1130.117,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,20.51726,2.09693,3.8973769999999996,0.178247942533657,0.19237904952190696,0.28128880922998606,0.21645259502402397,0.8105554109755791,0.6519158012855489,3,2,2,3,1,2,1,1,1,1,5,3,1,1,46,2,10,892,1,1,1,1,2,2
23463,863.9567,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,41.51465,2.403092,3.8973769999999996,0.12141071003300098,0.129348581537878,0.24388702849560898,0.19681982104582701,0.8466792384970179,0.494646320066488,5,2,2,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,1
23464,2821.704,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,45.7411,2.361208,3.8973769999999996,0.166409238909239,0.23790255496137802,0.361938241497065,0.14713675213675198,0.882748351865999,0.766250035367683,5,2,2,3,1,2,1,1,1,1,5,3,1,1,46,3,10,892,1,1,1,1,2,2
23465,763.5924,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,69.01626,4.296532,4.7665370000000005,0.15984015984016,0.146853146853147,0.194794094794095,0.23485201667019895,0.7722045631136542,0.501487401487401,7,3,3,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,1,2,2
23468,160189.7,23.28657551,26271500761.0,109.84,1.6019999999999999,17.338,14.43,7.944,10.008,2.444,305.568,77.33333333333333,92.33333333333334,70.66666666666666,9835.666666666666,1,48.29701,6.123355999999999,5.366736,0.0,0.42857142857142894,0.42857142857142894,0.0,0.7142857142857142,0.857142857142857,5,4,3,3,1,1,1,1,1,1,10,1,1,1,97,161,5,23927,1,1,1,1,2,2
23470,27633.01,23.28657551,26271500761.0,109.84,1.6019999999999999,17.338,14.43,7.944,10.008,2.444,305.568,77.33333333333333,92.33333333333334,70.66666666666666,9835.666666666666,1,80.83958,4.940254,5.666634999999999,0.0,0.0526315789473684,0.421052631578947,0.0,1.1578947368421102,0.47368421052631604,9,3,3,3,1,1,1,1,1,1,10,1,1,1,97,28,5,23927,1,1,1,1,3,1
23474,2639.329,23.28657551,26271500761.0,109.84,1.6019999999999999,17.338,14.43,7.944,10.008,2.444,305.568,77.33333333333333,92.33333333333334,70.66666666666666,9835.666666666666,6,0.0,4.943922,5.092332,0.42857142857142894,0.7142857142857142,0.5714285714285711,0.0,0.857142857142857,1.7142857142857097,1,3,3,3,1,1,1,1,1,1,10,1,1,1,97,3,5,23927,2,2,2,1,2,4
23501,21544.82,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,112.1276,5.34486,4.999944999999999,0.25,0.5,0.107142857142857,0.25,0.857142857142857,0.857142857142857,12,3,3,4,1,2,2,1,1,1,1,32,31,5,220,22,3,218656,2,2,1,2,2,2
23502,18453.65,11.93577775,221000000000.0,161.03799999999998,3.924,33.53,34.452,14.505999999999998,6.544,1.5759999999999998,31.068,3129.0,3027.333333333333,475.0,22150.66666666667,0,78.40026,4.609515,5.642828,0.0,0.0909090909090909,0.0,0.0,0.45454545454545503,0.0909090909090909,8,3,3,4,1,2,2,1,1,1,1,32,31,5,220,19,3,218656,1,1,1,1,1,1
23510,2878.297,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,1.016156,3.63521,4.7665370000000005,0.147707558278825,0.24997393632009,0.284304415418669,0.178098824252671,0.8240686328503071,0.681985910017584,1,2,3,3,1,2,1,1,1,1,5,3,1,1,46,3,10,892,1,1,1,1,2,2
23512,13201.98,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,33.53859,3.584961,4.7665370000000005,0.0960478118372855,0.180195681511471,0.456463273568537,0.371391620075831,0.748599645968067,0.732706766917293,4,2,3,3,1,2,1,1,1,1,5,3,1,1,46,14,10,892,1,1,1,2,2,2
23513,6051.35,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,9.933744,1.054329,3.8973769999999996,0.15946933422423598,0.297460902689661,0.16182248821137699,0.133017499929265,0.57023800455173,0.6187527251252739,1,1,2,3,1,2,1,1,1,1,5,3,1,1,46,7,10,892,1,1,1,1,2,2
23514,863.5532,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,26.04642,2.218364,3.8973769999999996,0.165385672556266,0.23781041246277101,0.293760709214349,0.279735491634007,0.707735417579569,0.688482217962199,3,2,2,3,1,2,1,1,1,1,5,3,1,1,46,1,10,892,1,1,1,2,2,2
23515,1244.124,51.05629716,3236228656.0,124.85600000000001,1.79,33.788000000000004,9.43,6.587999999999999,6.534,11.39,128.93200000000002,202.66666666666663,32.666666666666664,41.66666666666667,4741.666666666666,1,62.00155,3.576054,4.7665370000000005,0.183792494768105,0.241807379612258,0.277370326150814,0.261915185085916,0.8728620972523409,0.702970200531176,7,2,3,3,1,2,1,1,1,1,5,3,1,1,46,2,10,892,1,1,1,2,2,2
23516,2526.6020000000003,40.11013443,2344797560.0,107.03399999999999,2.116,4.146,14.056,2.764,3.536,1.58,139.696,10.0,26.0,6.666666666666668,778.0,1,86.61595,3.641925,4.0,0.230944815343792,0.319264622845185,0.266930724859114,0.10511711931149302,0.9280948378135079,0.8171401630480909,9,2,3,3,1,1,1,1,1,1,5,1,1,1,7,3,8,1,1,1,1,1,2,2
